date,application,page_views
2022-09-05,FIND EQA directory (COVID-19),0
2022-09-05,FIND NGS Capacity (COVID-19),29
2022-09-05,FIND Sars-CoV-2 Policy dashboard,10
2022-09-05,FIND Sars-CoV-2 Test tracker,166
2022-09-05,FIND Test directory (COVID-19),112
2022-09-05,FIND Test directory (Ebola),0
2022-09-05,FIND Test directory (Monkeypox),217
2022-09-05,FIND Test directory (NTDs),0
2022-09-12,FIND EQA directory (COVID-19),0
2022-09-12,FIND NGS Capacity (COVID-19),29
2022-09-12,FIND Sars-CoV-2 Policy dashboard,9
2022-09-12,FIND Sars-CoV-2 Test tracker,172
2022-09-12,FIND Test directory (COVID-19),150
2022-09-12,FIND Test directory (Ebola),0
2022-09-12,FIND Test directory (Monkeypox),144
2022-09-12,FIND Test directory (NTDs),0
2022-09-19,FIND EQA directory (COVID-19),0
2022-09-19,FIND NGS Capacity (COVID-19),24
2022-09-19,FIND Sars-CoV-2 Policy dashboard,16
2022-09-19,FIND Sars-CoV-2 Test tracker,213
2022-09-19,FIND Test directory (COVID-19),148
2022-09-19,FIND Test directory (Ebola),0
2022-09-19,FIND Test directory (Monkeypox),150
2022-09-19,FIND Test directory (NTDs),0
2022-09-26,FIND EQA directory (COVID-19),0
2022-09-26,FIND NGS Capacity (COVID-19),26
2022-09-26,FIND Sars-CoV-2 Policy dashboard,14
2022-09-26,FIND Sars-CoV-2 Test tracker,131
2022-09-26,FIND Test directory (COVID-19),142
2022-09-26,FIND Test directory (Ebola),0
2022-09-26,FIND Test directory (Monkeypox),118
2022-09-26,FIND Test directory (NTDs),8
2022-10-03,FIND EQA directory (COVID-19),0
2022-10-03,FIND NGS Capacity (COVID-19),12
2022-10-03,FIND Sars-CoV-2 Policy dashboard,18
2022-10-03,FIND Sars-CoV-2 Test tracker,189
2022-10-03,FIND Test directory (COVID-19),188
2022-10-03,FIND Test directory (Ebola),0
2022-10-03,FIND Test directory (Monkeypox),129
2022-10-03,FIND Test directory (NTDs),23
2022-10-10,FIND EQA directory (COVID-19),0
2022-10-10,FIND NGS Capacity (COVID-19),21
2022-10-10,FIND Sars-CoV-2 Policy dashboard,44
2022-10-10,FIND Sars-CoV-2 Test tracker,139
2022-10-10,FIND Test directory (COVID-19),138
2022-10-10,FIND Test directory (Ebola),0
2022-10-10,FIND Test directory (Monkeypox),105
2022-10-10,FIND Test directory (NTDs),129
2022-10-17,FIND EQA directory (COVID-19),0
2022-10-17,FIND NGS Capacity (COVID-19),50
2022-10-17,FIND Sars-CoV-2 Policy dashboard,9
2022-10-17,FIND Sars-CoV-2 Test tracker,173
2022-10-17,FIND Test directory (COVID-19),227
2022-10-17,FIND Test directory (Ebola),0
2022-10-17,FIND Test directory (Monkeypox),218
2022-10-17,FIND Test directory (NTDs),231
2022-10-24,FIND EQA directory (COVID-19),11
2022-10-24,FIND NGS Capacity (COVID-19),23
2022-10-24,FIND Sars-CoV-2 Policy dashboard,2
2022-10-24,FIND Sars-CoV-2 Test tracker,153
2022-10-24,FIND Test directory (COVID-19),126
2022-10-24,FIND Test directory (Ebola),2
2022-10-24,FIND Test directory (Monkeypox),86
2022-10-24,FIND Test directory (NTDs),50
2022-10-31,FIND EQA directory (COVID-19),4
2022-10-31,FIND NGS Capacity (COVID-19),44
2022-10-31,FIND Sars-CoV-2 Policy dashboard,9
2022-10-31,FIND Sars-CoV-2 Test tracker,154
2022-10-31,FIND Test directory (COVID-19),178
2022-10-31,FIND Test directory (Ebola),135
2022-10-31,FIND Test directory (Monkeypox),62
2022-10-31,FIND Test directory (NTDs),69
2022-11-07,FIND EQA directory (COVID-19),7
2022-11-07,FIND NGS Capacity (COVID-19),22
2022-11-07,FIND Sars-CoV-2 Policy dashboard,14
2022-11-07,FIND Sars-CoV-2 Test tracker,127
2022-11-07,FIND Test directory (COVID-19),141
2022-11-07,FIND Test directory (Ebola),69
2022-11-07,FIND Test directory (Monkeypox),71
2022-11-07,FIND Test directory (NTDs),74
2022-11-14,FIND EQA directory (COVID-19),8
2022-11-14,FIND NGS Capacity (COVID-19),37
2022-11-14,FIND Sars-CoV-2 Policy dashboard,6
2022-11-14,FIND Sars-CoV-2 Test tracker,93
2022-11-14,FIND Test directory (COVID-19),105
2022-11-14,FIND Test directory (Ebola),33
2022-11-14,FIND Test directory (Monkeypox),58
2022-11-14,FIND Test directory (NTDs),31
2022-11-21,FIND EQA directory (COVID-19),4
2022-11-21,FIND NGS Capacity (COVID-19),38
2022-11-21,FIND Sars-CoV-2 Policy dashboard,5
2022-11-21,FIND Sars-CoV-2 Test tracker,102
2022-11-21,FIND Test directory (COVID-19),120
2022-11-21,FIND Test directory (Ebola),23
2022-11-21,FIND Test directory (Monkeypox),47
2022-11-21,FIND Test directory (NTDs),69
2022-11-28,FIND EQA directory (COVID-19),4
2022-11-28,FIND NGS Capacity (COVID-19),66
2022-11-28,FIND Sars-CoV-2 Policy dashboard,13
2022-11-28,FIND Sars-CoV-2 Test tracker,129
2022-11-28,FIND Test directory (COVID-19),112
2022-11-28,FIND Test directory (Ebola),28
2022-11-28,FIND Test directory (Monkeypox),42
2022-11-28,FIND Test directory (NTDs),27
2022-12-05,FIND EQA directory (COVID-19),4
2022-12-05,FIND NGS Capacity (COVID-19),32
2022-12-05,FIND Sars-CoV-2 Policy dashboard,8
2022-12-05,FIND Sars-CoV-2 Test tracker,80
2022-12-05,FIND Test directory (COVID-19),84
2022-12-05,FIND Test directory (Ebola),43
2022-12-05,FIND Test directory (Monkeypox),27
2022-12-05,FIND Test directory (NTDs),40
2022-12-12,FIND EQA directory (COVID-19),2
2022-12-12,FIND NGS Capacity (COVID-19),52
2022-12-12,FIND Sars-CoV-2 Policy dashboard,6
2022-12-12,FIND Sars-CoV-2 Test tracker,76
2022-12-12,FIND Test directory (COVID-19),70
2022-12-12,FIND Test directory (Ebola),16
2022-12-12,FIND Test directory (Monkeypox),25
2022-12-12,FIND Test directory (NTDs),30
2022-12-19,FIND EQA directory (COVID-19),0
2022-12-19,FIND NGS Capacity (COVID-19),0
2022-12-19,FIND Sars-CoV-2 Policy dashboard,0
2022-12-19,FIND Sars-CoV-2 Test tracker,0
2022-12-19,FIND Test directory (COVID-19),0
2022-12-19,FIND Test directory (Ebola),0
2022-12-19,FIND Test directory (Monkeypox),0
2022-12-19,FIND Test directory (NTDs),0
2022-12-26,FIND EQA directory (COVID-19),0
2022-12-26,FIND NGS Capacity (COVID-19),0
2022-12-26,FIND Sars-CoV-2 Policy dashboard,0
2022-12-26,FIND Sars-CoV-2 Test tracker,0
2022-12-26,FIND Test directory (COVID-19),1
2022-12-26,FIND Test directory (Ebola),1
2022-12-26,FIND Test directory (Monkeypox),0
2022-12-26,FIND Test directory (NTDs),0
2023-01-02,FIND Test directory (COVID-19),79
2023-01-02,FIND Test directory (Outbreaks),29
2023-01-09,FIND Test directory (COVID-19),183
2023-01-09,FIND Test directory (Outbreaks),45
2023-01-16,FIND Test directory (COVID-19),146
2023-01-16,FIND Test directory (Outbreaks),57
2023-01-23,FIND Test directory (COVID-19),93
2023-01-23,FIND Test directory (Outbreaks),24
2023-01-30,FIND Test directory (COVID-19),126
2023-01-30,FIND Test directory (Outbreaks),28
2023-02-06,FIND Test directory (COVID-19),100
2023-02-06,FIND Test directory (Outbreaks),31
2023-02-13,FIND Test directory (COVID-19),78
2023-02-13,FIND Test directory (Outbreaks),28
2023-02-20,FIND Test directory (COVID-19),135
2023-02-20,FIND Test directory (Outbreaks),19
2023-02-27,FIND Test directory (COVID-19),105
2023-02-27,FIND Test directory (Outbreaks),33
2023-03-06,FIND Test directory (COVID-19),83
2023-03-06,FIND Test directory (Outbreaks),22
2023-03-13,FIND Test directory (COVID-19),50
2023-03-13,FIND Test directory (Outbreaks),18
2023-03-20,FIND Test directory (COVID-19),46
2023-03-20,FIND Test directory (Outbreaks),22
2023-03-27,FIND Test directory (COVID-19),91
2023-03-27,FIND Test directory (Outbreaks),55
2023-04-03,FIND Test directory (AMR),99
2023-04-03,FIND Test directory (COVID-19),84
2023-04-03,FIND Test directory (Outbreaks),21
2023-04-10,FIND Test directory (AMR),266
2023-04-10,FIND Test directory (COVID-19),87
2023-04-10,FIND Test directory (Outbreaks),24
2023-04-17,FIND Test directory (AMR),170
2023-04-17,FIND Test directory (COVID-19),48
2023-04-17,FIND Test directory (Outbreaks),14
2023-04-24,FIND Test directory (AMR),80
2023-04-24,FIND Test directory (COVID-19),41
2023-04-24,FIND Test directory (Outbreaks),32
2023-05-01,FIND Test directory (AMR),54
2023-05-01,FIND Test directory (COVID-19),45
2023-05-01,FIND Test directory (Outbreaks),18
2023-05-08,FIND Test directory (AMR),67
2023-05-08,FIND Test directory (COVID-19),59
2023-05-08,FIND Test directory (Outbreaks),25
2023-05-15,FIND Test directory (AMR),70
2023-05-15,FIND Test directory (COVID-19),45
2023-05-15,FIND Test directory (Outbreaks),20
2023-05-22,FIND Test directory (AMR),67
2023-05-22,FIND Test directory (COVID-19),35
2023-05-22,FIND Test directory (Outbreaks),6
2023-05-29,FIND Test directory (AMR),62
2023-05-29,FIND Test directory (COVID-19),37
2023-05-29,FIND Test directory (Outbreaks),7
2023-06-05,FIND Test directory (AMR),41
2023-06-05,FIND Test directory (COVID-19),39
2023-06-05,FIND Test directory (Outbreaks),15
2023-06-12,FIND Test directory (AMR),50
2023-06-12,FIND Test directory (COVID-19),54
2023-06-12,FIND Test directory (Outbreaks),24
2023-06-19,FIND Test directory (AMR),41
2023-06-19,FIND Test directory (COVID-19),56
2023-06-19,FIND Test directory (Outbreaks),18
2023-06-26,FIND Test directory (AMR),25
2023-06-26,FIND Test directory (COVID-19),54
2023-06-26,FIND Test directory (Outbreaks),28
2023-07-03,FIND Test directory (AMR),31
2023-07-03,FIND Test directory (COVID-19),28
2023-07-03,FIND Test directory (Outbreaks),7
2023-07-10,FIND Test directory (AMR),51
2023-07-10,FIND Test directory (COVID-19),58
2023-07-10,FIND Test directory (Outbreaks),22
2023-07-17,FIND Test directory (AMR),37
2023-07-17,FIND Test directory (COVID-19),49
2023-07-17,FIND Test directory (Outbreaks),8
2023-07-24,FIND Test directory (AMR),22
2023-07-24,FIND Test directory (COVID-19),24
2023-07-24,FIND Test directory (Outbreaks),5
2023-07-31,FIND Test directory (AMR),20
2023-07-31,FIND Test directory (COVID-19),26
2023-07-31,FIND Test directory (Outbreaks),12
2023-08-07,FIND Test directory (AMR),31
2023-08-07,FIND Test directory (COVID-19),34
2023-08-07,FIND Test directory (Outbreaks),46
2023-08-14,FIND Test directory (AMR),35
2023-08-14,FIND Test directory (COVID-19),49
2023-08-14,FIND Test directory (Outbreaks),14
2023-08-21,FIND Test directory (AMR),29
2023-08-21,FIND Test directory (COVID-19),37
2023-08-21,FIND Test directory (Outbreaks),26
2023-08-28,FIND Test directory (AMR),27
2023-08-28,FIND Test directory (COVID-19),32
2023-08-28,FIND Test directory (Outbreaks),20
2023-09-04,FIND Test directory (AMR),67
2023-09-04,FIND Test directory (COVID-19),39
2023-09-04,FIND Test directory (Outbreaks),14
2023-09-11,FIND Test directory (AMR),67
2023-09-11,FIND Test directory (COVID-19),48
2023-09-11,FIND Test directory (Outbreaks),14
2023-09-18,FIND Test directory (AMR),66
2023-09-18,FIND Test directory (COVID-19),63
2023-09-18,FIND Test directory (Outbreaks),31
2023-09-25,FIND Test directory (AMR),50
2023-09-25,FIND Test directory (COVID-19),35
2023-09-25,FIND Test directory (Outbreaks),9
2023-10-02,FIND Test directory (AMR),47
2023-10-02,FIND Test directory (COVID-19),31
2023-10-02,FIND Test directory (Outbreaks),21
2023-10-09,FIND Test directory (AMR),29
2023-10-09,FIND Test directory (COVID-19),21
2023-10-09,FIND Test directory (Outbreaks),15
2023-10-16,FIND Test directory (AMR),44
2023-10-16,FIND Test directory (COVID-19),28
2023-10-16,FIND Test directory (Outbreaks),32
2023-10-23,FIND Test directory (AMR),37
2023-10-23,FIND Test directory (COVID-19),39
2023-10-23,FIND Test directory (Outbreaks),21
2023-10-30,FIND Test directory (AMR),41
2023-10-30,FIND Test directory (COVID-19),35
2023-10-30,FIND Test directory (Outbreaks),13
2023-11-06,FIND Test directory (AMR),27
2023-11-06,FIND Test directory (COVID-19),17
2023-11-06,FIND Test directory (Outbreaks),5
2023-11-06,FIND Test directory (TB),26
