date,key,value
2022-11-03,FIND Test directory (Ebola),42
2022-11-04,FIND Test directory (Ebola),55
2022-11-05,FIND Test directory (Ebola),26
2022-11-06,FIND Test directory (Ebola),9
2022-11-07,FIND Test directory (Ebola),18
2022-11-08,FIND Test directory (Ebola),30
2022-11-09,FIND Test directory (Ebola),17
2022-11-10,FIND Test directory (Ebola),19
2022-11-11,FIND Test directory (Ebola),7
2022-11-12,FIND Test directory (Ebola),0
2022-11-13,FIND Test directory (Ebola),9
2022-11-14,FIND Test directory (Ebola),5
2022-11-15,FIND Test directory (Ebola),20
2022-11-16,FIND Test directory (Ebola),7
2022-11-17,FIND Test directory (Ebola),3
2022-11-18,FIND Test directory (Ebola),3
2022-11-19,FIND Test directory (Ebola),0
2022-11-20,FIND Test directory (Ebola),9
2022-11-21,FIND Test directory (Ebola),14
2022-11-22,FIND Test directory (Ebola),4
2022-11-23,FIND Test directory (Ebola),2
2022-11-24,FIND Test directory (Ebola),2
2022-11-25,FIND Test directory (Ebola),1
2022-11-26,FIND Test directory (Ebola),2
2022-11-27,FIND Test directory (Ebola),0
2022-11-28,FIND Test directory (Ebola),7
2022-11-29,FIND Test directory (Ebola),6
2022-11-30,FIND Test directory (Ebola),17
2022-12-01,FIND Test directory (Ebola),0
2022-12-02,FIND Test directory (Ebola),3
2022-12-03,FIND Test directory (Ebola),0
2022-12-04,FIND Test directory (Ebola),5
2022-12-05,FIND Test directory (Ebola),20
2022-12-06,FIND Test directory (Ebola),2
2022-12-07,FIND Test directory (Ebola),23
2022-12-08,FIND Test directory (Ebola),13
2022-12-09,FIND Test directory (Ebola),15
2022-12-10,FIND Test directory (Ebola),2
2022-12-11,FIND Test directory (Ebola),5
2022-12-12,FIND Test directory (Ebola),4
2022-12-13,FIND Test directory (Ebola),12
2022-12-14,FIND Test directory (Ebola),11
2022-12-15,FIND Test directory (Ebola),6
2022-12-16,FIND Test directory (Ebola),0
2022-12-17,FIND Test directory (Ebola),0
2022-12-18,FIND Test directory (Ebola),0
2022-12-19,FIND Test directory (Ebola),4
2022-12-20,FIND Test directory (Ebola),3
2022-12-21,FIND Test directory (Ebola),10
2022-12-22,FIND Test directory (Ebola),10
2022-12-23,FIND Test directory (Ebola),2
2022-12-24,FIND Test directory (Ebola),0
2022-12-25,FIND Test directory (Ebola),0
2022-12-26,FIND Test directory (Ebola),0
2022-12-27,FIND Test directory (Ebola),1
2022-12-28,FIND Test directory (Ebola),0
2022-12-29,FIND Test directory (Ebola),0
2022-12-30,FIND Test directory (Ebola),0
2022-08-31,FIND Test directory (Monkeypox),0
2022-09-01,FIND Test directory (Monkeypox),0
2022-09-02,FIND Test directory (Monkeypox),0
2022-09-03,FIND Test directory (Monkeypox),0
2022-09-04,FIND Test directory (Monkeypox),0
2022-09-05,FIND Test directory (Monkeypox),0
2022-09-06,FIND Test directory (Monkeypox),0
2022-09-07,FIND Test directory (Monkeypox),0
2022-09-08,FIND Test directory (Monkeypox),0
2022-09-09,FIND Test directory (Monkeypox),0
2022-09-10,FIND Test directory (Monkeypox),0
2022-09-11,FIND Test directory (Monkeypox),0
2022-09-12,FIND Test directory (Monkeypox),39
2022-09-13,FIND Test directory (Monkeypox),47
2022-09-14,FIND Test directory (Monkeypox),60
2022-09-15,FIND Test directory (Monkeypox),36
2022-09-16,FIND Test directory (Monkeypox),38
2022-09-17,FIND Test directory (Monkeypox),1
2022-09-18,FIND Test directory (Monkeypox),0
2022-09-19,FIND Test directory (Monkeypox),35
2022-09-20,FIND Test directory (Monkeypox),36
2022-09-21,FIND Test directory (Monkeypox),21
2022-09-22,FIND Test directory (Monkeypox),60
2022-09-23,FIND Test directory (Monkeypox),36
2022-09-24,FIND Test directory (Monkeypox),9
2022-09-25,FIND Test directory (Monkeypox),13
2022-09-26,FIND Test directory (Monkeypox),20
2022-09-27,FIND Test directory (Monkeypox),36
2022-09-28,FIND Test directory (Monkeypox),42
2022-09-29,FIND Test directory (Monkeypox),61
2022-09-30,FIND Test directory (Monkeypox),36
2022-10-01,FIND Test directory (Monkeypox),5
2022-10-02,FIND Test directory (Monkeypox),4
2022-10-03,FIND Test directory (Monkeypox),43
2022-10-04,FIND Test directory (Monkeypox),16
2022-10-05,FIND Test directory (Monkeypox),37
2022-10-06,FIND Test directory (Monkeypox),27
2022-10-07,FIND Test directory (Monkeypox),22
2022-10-08,FIND Test directory (Monkeypox),24
2022-10-09,FIND Test directory (Monkeypox),18
2022-10-10,FIND Test directory (Monkeypox),32
2022-10-11,FIND Test directory (Monkeypox),42
2022-10-12,FIND Test directory (Monkeypox),29
2022-10-13,FIND Test directory (Monkeypox),44
2022-10-14,FIND Test directory (Monkeypox),26
2022-10-15,FIND Test directory (Monkeypox),7
2022-10-16,FIND Test directory (Monkeypox),4
2022-10-17,FIND Test directory (Monkeypox),53
2022-10-18,FIND Test directory (Monkeypox),48
2022-10-19,FIND Test directory (Monkeypox),107
2022-10-20,FIND Test directory (Monkeypox),56
2022-10-21,FIND Test directory (Monkeypox),41
2022-10-22,FIND Test directory (Monkeypox),7
2022-10-23,FIND Test directory (Monkeypox),3
2022-10-24,FIND Test directory (Monkeypox),43
2022-10-25,FIND Test directory (Monkeypox),29
2022-10-26,FIND Test directory (Monkeypox),25
2022-10-27,FIND Test directory (Monkeypox),28
2022-10-28,FIND Test directory (Monkeypox),9
2022-10-29,FIND Test directory (Monkeypox),2
2022-10-30,FIND Test directory (Monkeypox),0
2022-10-31,FIND Test directory (Monkeypox),4
2022-11-01,FIND Test directory (Monkeypox),14
2022-11-02,FIND Test directory (Monkeypox),25
2022-11-03,FIND Test directory (Monkeypox),15
2022-11-04,FIND Test directory (Monkeypox),17
2022-11-05,FIND Test directory (Monkeypox),2
2022-11-06,FIND Test directory (Monkeypox),10
2022-11-07,FIND Test directory (Monkeypox),32
2022-11-08,FIND Test directory (Monkeypox),27
2022-11-09,FIND Test directory (Monkeypox),19
2022-11-10,FIND Test directory (Monkeypox),22
2022-11-11,FIND Test directory (Monkeypox),8
2022-11-12,FIND Test directory (Monkeypox),6
2022-11-13,FIND Test directory (Monkeypox),4
2022-11-14,FIND Test directory (Monkeypox),13
2022-11-15,FIND Test directory (Monkeypox),16
2022-11-16,FIND Test directory (Monkeypox),17
2022-11-17,FIND Test directory (Monkeypox),9
2022-11-18,FIND Test directory (Monkeypox),19
2022-11-19,FIND Test directory (Monkeypox),7
2022-11-20,FIND Test directory (Monkeypox),6
2022-11-21,FIND Test directory (Monkeypox),16
2022-11-22,FIND Test directory (Monkeypox),10
2022-11-23,FIND Test directory (Monkeypox),16
2022-11-24,FIND Test directory (Monkeypox),9
2022-11-25,FIND Test directory (Monkeypox),6
2022-11-26,FIND Test directory (Monkeypox),5
2022-11-27,FIND Test directory (Monkeypox),0
2022-11-28,FIND Test directory (Monkeypox),8
2022-11-29,FIND Test directory (Monkeypox),8
2022-11-30,FIND Test directory (Monkeypox),16
2022-12-01,FIND Test directory (Monkeypox),11
2022-12-02,FIND Test directory (Monkeypox),20
2022-12-03,FIND Test directory (Monkeypox),3
2022-12-04,FIND Test directory (Monkeypox),6
2022-12-05,FIND Test directory (Monkeypox),15
2022-12-06,FIND Test directory (Monkeypox),5
2022-12-07,FIND Test directory (Monkeypox),7
2022-12-08,FIND Test directory (Monkeypox),7
2022-12-09,FIND Test directory (Monkeypox),9
2022-12-10,FIND Test directory (Monkeypox),1
2022-12-11,FIND Test directory (Monkeypox),4
2022-12-12,FIND Test directory (Monkeypox),14
2022-12-13,FIND Test directory (Monkeypox),7
2022-12-14,FIND Test directory (Monkeypox),6
2022-12-15,FIND Test directory (Monkeypox),11
2022-12-16,FIND Test directory (Monkeypox),0
2022-12-17,FIND Test directory (Monkeypox),3
2022-12-18,FIND Test directory (Monkeypox),1
2022-12-19,FIND Test directory (Monkeypox),6
2022-12-20,FIND Test directory (Monkeypox),12
2022-12-21,FIND Test directory (Monkeypox),17
2022-12-22,FIND Test directory (Monkeypox),19
2022-12-23,FIND Test directory (Monkeypox),3
2022-12-24,FIND Test directory (Monkeypox),0
2022-12-25,FIND Test directory (Monkeypox),0
2022-12-26,FIND Test directory (Monkeypox),5
2022-12-27,FIND Test directory (Monkeypox),11
2022-12-28,FIND Test directory (Monkeypox),3
2022-12-29,FIND Test directory (Monkeypox),2
2022-12-30,FIND Test directory (Monkeypox),8
2022-08-31,FIND EQA directory (COVID-19),0
2022-09-01,FIND EQA directory (COVID-19),0
2022-09-02,FIND EQA directory (COVID-19),0
2022-09-03,FIND EQA directory (COVID-19),0
2022-09-04,FIND EQA directory (COVID-19),0
2022-09-05,FIND EQA directory (COVID-19),0
2022-09-06,FIND EQA directory (COVID-19),0
2022-09-07,FIND EQA directory (COVID-19),0
2022-09-08,FIND EQA directory (COVID-19),0
2022-09-09,FIND EQA directory (COVID-19),0
2022-09-10,FIND EQA directory (COVID-19),0
2022-09-11,FIND EQA directory (COVID-19),0
2022-09-12,FIND EQA directory (COVID-19),13
2022-09-13,FIND EQA directory (COVID-19),0
2022-09-14,FIND EQA directory (COVID-19),0
2022-09-15,FIND EQA directory (COVID-19),0
2022-09-16,FIND EQA directory (COVID-19),0
2022-09-17,FIND EQA directory (COVID-19),0
2022-09-18,FIND EQA directory (COVID-19),0
2022-09-19,FIND EQA directory (COVID-19),0
2022-09-20,FIND EQA directory (COVID-19),0
2022-09-21,FIND EQA directory (COVID-19),0
2022-09-22,FIND EQA directory (COVID-19),0
2022-09-23,FIND EQA directory (COVID-19),0
2022-09-24,FIND EQA directory (COVID-19),0
2022-09-25,FIND EQA directory (COVID-19),0
2022-09-26,FIND EQA directory (COVID-19),0
2022-09-27,FIND EQA directory (COVID-19),0
2022-09-28,FIND EQA directory (COVID-19),0
2022-09-29,FIND EQA directory (COVID-19),0
2022-09-30,FIND EQA directory (COVID-19),0
2022-10-01,FIND EQA directory (COVID-19),0
2022-10-02,FIND EQA directory (COVID-19),0
2022-10-03,FIND EQA directory (COVID-19),1
2022-10-04,FIND EQA directory (COVID-19),0
2022-10-05,FIND EQA directory (COVID-19),0
2022-10-06,FIND EQA directory (COVID-19),0
2022-10-07,FIND EQA directory (COVID-19),0
2022-10-08,FIND EQA directory (COVID-19),0
2022-10-09,FIND EQA directory (COVID-19),0
2022-10-10,FIND EQA directory (COVID-19),0
2022-10-11,FIND EQA directory (COVID-19),0
2022-10-12,FIND EQA directory (COVID-19),0
2022-10-13,FIND EQA directory (COVID-19),0
2022-10-14,FIND EQA directory (COVID-19),0
2022-10-15,FIND EQA directory (COVID-19),0
2022-10-16,FIND EQA directory (COVID-19),0
2022-10-17,FIND EQA directory (COVID-19),4
2022-10-18,FIND EQA directory (COVID-19),0
2022-10-19,FIND EQA directory (COVID-19),0
2022-10-20,FIND EQA directory (COVID-19),0
2022-10-21,FIND EQA directory (COVID-19),0
2022-10-22,FIND EQA directory (COVID-19),0
2022-10-23,FIND EQA directory (COVID-19),0
2022-10-24,FIND EQA directory (COVID-19),0
2022-10-25,FIND EQA directory (COVID-19),0
2022-10-26,FIND EQA directory (COVID-19),29
2022-10-27,FIND EQA directory (COVID-19),30
2022-10-28,FIND EQA directory (COVID-19),0
2022-10-29,FIND EQA directory (COVID-19),0
2022-10-30,FIND EQA directory (COVID-19),2
2022-10-31,FIND EQA directory (COVID-19),3
2022-11-01,FIND EQA directory (COVID-19),0
2022-11-02,FIND EQA directory (COVID-19),3
2022-11-03,FIND EQA directory (COVID-19),2
2022-11-04,FIND EQA directory (COVID-19),3
2022-11-05,FIND EQA directory (COVID-19),0
2022-11-06,FIND EQA directory (COVID-19),0
2022-11-07,FIND EQA directory (COVID-19),3
2022-11-08,FIND EQA directory (COVID-19),1
2022-11-09,FIND EQA directory (COVID-19),1
2022-11-10,FIND EQA directory (COVID-19),4
2022-11-11,FIND EQA directory (COVID-19),2
2022-11-12,FIND EQA directory (COVID-19),0
2022-11-13,FIND EQA directory (COVID-19),0
2022-11-14,FIND EQA directory (COVID-19),3
2022-11-15,FIND EQA directory (COVID-19),1
2022-11-16,FIND EQA directory (COVID-19),5
2022-11-17,FIND EQA directory (COVID-19),7
2022-11-18,FIND EQA directory (COVID-19),2
2022-11-19,FIND EQA directory (COVID-19),0
2022-11-20,FIND EQA directory (COVID-19),3
2022-11-21,FIND EQA directory (COVID-19),0
2022-11-22,FIND EQA directory (COVID-19),2
2022-11-23,FIND EQA directory (COVID-19),4
2022-11-24,FIND EQA directory (COVID-19),2
2022-11-25,FIND EQA directory (COVID-19),0
2022-11-26,FIND EQA directory (COVID-19),0
2022-11-27,FIND EQA directory (COVID-19),0
2022-11-28,FIND EQA directory (COVID-19),1
2022-11-29,FIND EQA directory (COVID-19),0
2022-11-30,FIND EQA directory (COVID-19),2
2022-12-01,FIND EQA directory (COVID-19),0
2022-12-02,FIND EQA directory (COVID-19),0
2022-12-03,FIND EQA directory (COVID-19),0
2022-12-04,FIND EQA directory (COVID-19),8
2022-12-05,FIND EQA directory (COVID-19),3
2022-12-06,FIND EQA directory (COVID-19),1
2022-12-07,FIND EQA directory (COVID-19),2
2022-12-08,FIND EQA directory (COVID-19),0
2022-12-09,FIND EQA directory (COVID-19),0
2022-12-10,FIND EQA directory (COVID-19),3
2022-12-11,FIND EQA directory (COVID-19),0
2022-12-12,FIND EQA directory (COVID-19),0
2022-12-13,FIND EQA directory (COVID-19),0
2022-12-14,FIND EQA directory (COVID-19),2
2022-12-15,FIND EQA directory (COVID-19),3
2022-12-16,FIND EQA directory (COVID-19),7
2022-12-17,FIND EQA directory (COVID-19),0
2022-12-18,FIND EQA directory (COVID-19),2
2022-12-19,FIND EQA directory (COVID-19),2
2022-12-20,FIND EQA directory (COVID-19),6
2022-12-21,FIND EQA directory (COVID-19),7
2022-12-22,FIND EQA directory (COVID-19),1
2022-12-23,FIND EQA directory (COVID-19),3
2022-12-24,FIND EQA directory (COVID-19),0
2022-12-25,FIND EQA directory (COVID-19),0
2022-12-26,FIND EQA directory (COVID-19),0
2022-12-27,FIND EQA directory (COVID-19),2
2022-12-28,FIND EQA directory (COVID-19),0
2022-12-29,FIND EQA directory (COVID-19),0
2022-12-30,FIND EQA directory (COVID-19),0
2022-08-31,FIND NGS Capacity (COVID-19),0
2022-09-01,FIND NGS Capacity (COVID-19),0
2022-09-02,FIND NGS Capacity (COVID-19),0
2022-09-03,FIND NGS Capacity (COVID-19),0
2022-09-04,FIND NGS Capacity (COVID-19),0
2022-09-05,FIND NGS Capacity (COVID-19),0
2022-09-06,FIND NGS Capacity (COVID-19),0
2022-09-07,FIND NGS Capacity (COVID-19),0
2022-09-08,FIND NGS Capacity (COVID-19),0
2022-09-09,FIND NGS Capacity (COVID-19),0
2022-09-10,FIND NGS Capacity (COVID-19),0
2022-09-11,FIND NGS Capacity (COVID-19),0
2022-09-12,FIND NGS Capacity (COVID-19),3
2022-09-13,FIND NGS Capacity (COVID-19),0
2022-09-14,FIND NGS Capacity (COVID-19),6
2022-09-15,FIND NGS Capacity (COVID-19),5
2022-09-16,FIND NGS Capacity (COVID-19),3
2022-09-17,FIND NGS Capacity (COVID-19),0
2022-09-18,FIND NGS Capacity (COVID-19),0
2022-09-19,FIND NGS Capacity (COVID-19),1
2022-09-20,FIND NGS Capacity (COVID-19),0
2022-09-21,FIND NGS Capacity (COVID-19),3
2022-09-22,FIND NGS Capacity (COVID-19),18
2022-09-23,FIND NGS Capacity (COVID-19),4
2022-09-24,FIND NGS Capacity (COVID-19),0
2022-09-25,FIND NGS Capacity (COVID-19),0
2022-09-26,FIND NGS Capacity (COVID-19),18
2022-09-27,FIND NGS Capacity (COVID-19),8
2022-09-28,FIND NGS Capacity (COVID-19),0
2022-09-29,FIND NGS Capacity (COVID-19),14
2022-09-30,FIND NGS Capacity (COVID-19),0
2022-10-01,FIND NGS Capacity (COVID-19),0
2022-10-02,FIND NGS Capacity (COVID-19),0
2022-10-03,FIND NGS Capacity (COVID-19),0
2022-10-04,FIND NGS Capacity (COVID-19),1
2022-10-05,FIND NGS Capacity (COVID-19),0
2022-10-06,FIND NGS Capacity (COVID-19),0
2022-10-07,FIND NGS Capacity (COVID-19),0
2022-10-08,FIND NGS Capacity (COVID-19),0
2022-10-09,FIND NGS Capacity (COVID-19),0
2022-10-10,FIND NGS Capacity (COVID-19),1
2022-10-11,FIND NGS Capacity (COVID-19),0
2022-10-12,FIND NGS Capacity (COVID-19),14
2022-10-13,FIND NGS Capacity (COVID-19),5
2022-10-14,FIND NGS Capacity (COVID-19),17
2022-10-15,FIND NGS Capacity (COVID-19),1
2022-10-16,FIND NGS Capacity (COVID-19),0
2022-10-17,FIND NGS Capacity (COVID-19),29
2022-10-18,FIND NGS Capacity (COVID-19),29
2022-10-19,FIND NGS Capacity (COVID-19),20
2022-10-20,FIND NGS Capacity (COVID-19),11
2022-10-21,FIND NGS Capacity (COVID-19),7
2022-10-22,FIND NGS Capacity (COVID-19),3
2022-10-23,FIND NGS Capacity (COVID-19),0
2022-10-24,FIND NGS Capacity (COVID-19),14
2022-10-25,FIND NGS Capacity (COVID-19),5
2022-10-26,FIND NGS Capacity (COVID-19),4
2022-10-27,FIND NGS Capacity (COVID-19),15
2022-10-28,FIND NGS Capacity (COVID-19),14
2022-10-29,FIND NGS Capacity (COVID-19),1
2022-10-30,FIND NGS Capacity (COVID-19),0
2022-10-31,FIND NGS Capacity (COVID-19),5
2022-11-01,FIND NGS Capacity (COVID-19),22
2022-11-02,FIND NGS Capacity (COVID-19),23
2022-11-03,FIND NGS Capacity (COVID-19),25
2022-11-04,FIND NGS Capacity (COVID-19),19
2022-11-05,FIND NGS Capacity (COVID-19),0
2022-11-06,FIND NGS Capacity (COVID-19),1
2022-11-07,FIND NGS Capacity (COVID-19),1
2022-11-08,FIND NGS Capacity (COVID-19),12
2022-11-09,FIND NGS Capacity (COVID-19),9
2022-11-10,FIND NGS Capacity (COVID-19),20
2022-11-11,FIND NGS Capacity (COVID-19),9
2022-11-12,FIND NGS Capacity (COVID-19),0
2022-11-13,FIND NGS Capacity (COVID-19),0
2022-11-14,FIND NGS Capacity (COVID-19),4
2022-11-15,FIND NGS Capacity (COVID-19),14
2022-11-16,FIND NGS Capacity (COVID-19),15
2022-11-17,FIND NGS Capacity (COVID-19),11
2022-11-18,FIND NGS Capacity (COVID-19),20
2022-11-19,FIND NGS Capacity (COVID-19),0
2022-11-20,FIND NGS Capacity (COVID-19),7
2022-11-21,FIND NGS Capacity (COVID-19),17
2022-11-22,FIND NGS Capacity (COVID-19),2
2022-11-23,FIND NGS Capacity (COVID-19),13
2022-11-24,FIND NGS Capacity (COVID-19),32
2022-11-25,FIND NGS Capacity (COVID-19),16
2022-11-26,FIND NGS Capacity (COVID-19),0
2022-11-27,FIND NGS Capacity (COVID-19),0
2022-11-28,FIND NGS Capacity (COVID-19),23
2022-11-29,FIND NGS Capacity (COVID-19),41
2022-11-30,FIND NGS Capacity (COVID-19),7
2022-12-01,FIND NGS Capacity (COVID-19),12
2022-12-02,FIND NGS Capacity (COVID-19),10
2022-12-03,FIND NGS Capacity (COVID-19),4
2022-12-04,FIND NGS Capacity (COVID-19),7
2022-12-05,FIND NGS Capacity (COVID-19),10
2022-12-06,FIND NGS Capacity (COVID-19),8
2022-12-07,FIND NGS Capacity (COVID-19),16
2022-12-08,FIND NGS Capacity (COVID-19),15
2022-12-09,FIND NGS Capacity (COVID-19),10
2022-12-10,FIND NGS Capacity (COVID-19),7
2022-12-11,FIND NGS Capacity (COVID-19),0
2022-12-12,FIND NGS Capacity (COVID-19),20
2022-12-13,FIND NGS Capacity (COVID-19),8
2022-12-14,FIND NGS Capacity (COVID-19),21
2022-12-15,FIND NGS Capacity (COVID-19),24
2022-12-16,FIND NGS Capacity (COVID-19),11
2022-12-17,FIND NGS Capacity (COVID-19),8
2022-12-18,FIND NGS Capacity (COVID-19),0
2022-12-19,FIND NGS Capacity (COVID-19),12
2022-12-20,FIND NGS Capacity (COVID-19),7
2022-12-21,FIND NGS Capacity (COVID-19),1
2022-12-22,FIND NGS Capacity (COVID-19),0
2022-12-23,FIND NGS Capacity (COVID-19),2
2022-12-24,FIND NGS Capacity (COVID-19),0
2022-12-25,FIND NGS Capacity (COVID-19),0
2022-12-26,FIND NGS Capacity (COVID-19),0
2022-12-27,FIND NGS Capacity (COVID-19),3
2022-12-28,FIND NGS Capacity (COVID-19),3
2022-12-29,FIND NGS Capacity (COVID-19),0
2022-12-30,FIND NGS Capacity (COVID-19),0
